@relation 'matches-weka.filters.unsupervised.attribute.Remove-R1-8,10-38-weka.filters.unsupervised.attribute.Remove-R19,37-weka.filters.unsupervised.attribute.Remove-R1,8,10-13,17,25,27-30,34'

@attribute home_shotsOnGoal numeric
@attribute home_shotsOffGoal numeric
@attribute home_totalShots numeric
@attribute home_blockedShots numeric
@attribute home_shotsInsideBox numeric
@attribute home_shotsOutsideBox numeric
@attribute home_cornerKicks numeric
@attribute home_goalkeeperSaves numeric
@attribute home_totalPasses numeric
@attribute home_accuratePasses numeric
@attribute home_expectedGoals numeric
@attribute away_shotsOnGoal numeric
@attribute away_shotsOffGoal numeric
@attribute away_totalShots numeric
@attribute away_blockedShots numeric
@attribute away_shotsInsideBox numeric
@attribute away_shotsOutsideBox numeric
@attribute away_cornerKicks numeric
@attribute away_goalkeeperSaves numeric
@attribute away_totalPasses numeric
@attribute away_accuratePasses numeric
@attribute away_expectedGoals numeric
@attribute resultado {'Away Win','Home Win',Draw}

@data
5,7,13,1,7,6,4,1,450,370,?,2,4,7,1,2,5,4,4,421,336,?,Draw
4,4,10,2,7,3,6,4,505,414,?,5,4,15,6,9,6,6,5,305,220,?,'Away Win'
6,6,19,7,9,10,7,1,644,588,?,2,6,8,0,6,2,1,5,461,408,?,Draw
7,9,27,11,16,11,12,1,540,476,?,2,3,6,1,4,2,2,7,269,191,?,Draw
4,3,9,2,6,3,1,4,308,248,?,6,11,22,5,13,9,4,4,523,461,?,Draw
5,7,13,1,6,7,2,2,536,458,?,4,3,8,1,4,4,3,4,327,252,?,'Away Win'
4,3,9,2,5,4,1,2,227,148,?,3,7,14,4,6,8,11,3,603,518,?,Draw
7,5,15,3,8,7,4,0,367,298,?,2,10,16,4,9,7,5,4,449,386,?,'Home Win'
10,5,19,4,13,6,7,6,362,292,?,7,3,11,1,6,5,1,8,515,430,?,'Home Win'
11,5,16,0,12,4,8,1,407,344,?,2,0,4,2,3,1,4,9,407,336,?,'Home Win'
2,4,9,3,4,5,5,3,597,530,?,5,1,7,1,5,2,2,2,242,178,?,'Away Win'
2,6,13,5,7,6,5,4,424,342,?,4,7,15,4,11,4,5,1,386,288,?,Draw
13,8,27,6,20,7,9,1,713,643,?,1,1,4,2,4,0,1,10,310,222,?,'Home Win'
6,8,19,5,16,3,10,0,341,256,?,0,7,8,1,5,3,2,3,459,351,?,'Home Win'
2,5,11,4,7,4,2,1,349,277,?,3,12,21,6,16,5,5,1,439,361,?,'Away Win'
6,4,14,4,8,6,4,4,414,356,?,3,5,10,2,7,3,7,6,532,474,?,'Away Win'
3,2,8,3,5,3,7,2,453,350,?,3,5,11,3,9,2,6,2,361,260,?,'Home Win'
3,3,9,3,3,6,2,5,354,264,?,5,5,17,7,6,11,5,2,586,507,?,'Home Win'
3,6,15,6,10,5,3,1,432,348,?,3,5,9,1,7,2,6,2,507,415,?,'Away Win'
7,7,15,1,8,7,5,1,545,476,?,1,1,5,3,3,2,5,4,329,243,?,'Home Win'
3,5,10,2,5,5,5,3,512,428,?,3,6,11,2,7,4,3,3,375,287,?,Draw
5,10,18,3,8,10,7,4,672,602,?,5,3,10,2,5,5,1,3,338,269,?,'Home Win'
3,3,6,0,5,1,2,7,328,248,?,9,5,17,3,12,5,1,2,732,658,?,'Away Win'
4,11,18,3,7,11,3,1,590,523,?,1,3,5,1,2,3,5,2,348,284,?,'Home Win'
6,10,21,5,18,3,10,0,640,583,?,1,0,4,3,3,1,2,5,186,126,?,Draw
5,4,17,8,11,6,5,4,446,370,?,5,2,7,0,3,4,6,4,587,495,?,Draw
6,3,14,5,9,5,4,0,508,401,?,0,3,3,0,1,2,2,4,411,301,?,'Home Win'
7,8,16,1,12,4,2,2,515,431,?,4,4,12,4,7,5,4,5,353,268,?,Draw
5,3,9,1,4,5,2,0,463,364,?,0,3,10,7,6,4,6,5,397,302,?,Draw
2,6,9,1,5,4,3,3,422,328,?,3,3,11,5,4,7,2,0,393,282,?,'Home Win'
4,5,14,5,5,9,5,5,387,318,?,7,8,19,4,15,4,9,4,610,539,?,'Away Win'
8,6,14,0,9,5,5,3,393,325,?,4,3,13,6,9,4,2,6,345,278,?,'Home Win'
6,5,12,1,9,3,3,9,432,339,?,10,4,19,5,11,8,2,5,450,364,?,Draw
3,10,17,4,6,11,14,1,482,376,?,1,0,3,2,1,2,1,3,328,214,?,Draw
5,8,20,7,15,5,7,1,424,337,?,2,3,10,5,7,3,4,3,633,541,?,'Away Win'
4,7,13,2,10,3,6,1,331,249,?,1,5,9,3,5,4,2,3,507,410,?,'Home Win'
6,3,12,3,7,5,5,3,354,277,?,5,6,12,1,8,4,2,4,458,396,?,Draw
1,4,6,1,5,1,4,4,375,297,?,6,3,9,0,8,1,2,1,494,409,?,'Away Win'
3,7,15,5,7,8,5,1,486,393,?,3,8,14,3,8,6,7,2,303,218,?,'Away Win'
5,5,13,3,7,6,8,6,484,362,?,7,3,14,4,10,4,4,5,383,282,?,'Away Win'
5,4,11,2,7,4,3,1,561,473,?,2,6,11,3,8,3,4,3,400,306,?,'Home Win'
2,3,11,6,8,3,13,1,544,465,?,2,4,6,0,5,1,2,2,204,125,?,'Away Win'
5,8,17,4,10,7,6,2,462,392,?,3,7,13,3,10,3,5,3,485,419,?,'Home Win'
8,8,21,5,12,9,13,0,493,436,?,1,2,3,0,0,3,3,7,503,435,?,Draw
3,8,16,5,9,7,3,4,392,287,?,5,6,12,1,6,6,6,2,385,306,?,Draw
8,6,19,5,11,8,6,0,735,678,2.27,0,2,4,2,2,2,6,5,298,242,0.19,'Home Win'
3,9,14,2,10,4,3,5,538,455,?,7,3,12,2,10,2,4,2,440,342,?,Draw
7,7,19,5,11,8,5,2,451,396,?,2,8,10,0,5,5,1,5,538,479,?,'Home Win'
5,3,11,3,9,2,4,1,506,417,?,2,3,6,1,5,1,2,2,362,274,?,'Home Win'
1,2,5,2,5,0,1,1,363,286,0.61,3,6,13,4,11,2,6,1,643,568,1.87,'Away Win'
4,9,15,2,9,6,3,2,561,481,?,2,2,6,2,3,3,1,3,336,245,?,'Home Win'
2,4,10,4,5,5,5,2,443,340,?,4,3,10,3,5,5,1,1,279,184,?,'Away Win'
2,5,9,2,6,3,4,5,346,247,?,6,4,13,3,5,8,8,2,435,330,?,'Away Win'
3,10,18,5,13,5,12,2,437,361,1.21,4,4,10,2,7,3,2,3,467,401,1.12,'Away Win'
8,6,18,4,15,3,4,1,519,439,3.4,1,4,7,2,2,5,1,5,567,483,0.52,'Home Win'
4,3,8,1,4,4,4,3,807,712,0.73,3,3,7,1,7,0,2,3,385,301,1.08,'Home Win'
4,6,13,3,10,3,7,3,303,197,1.33,4,4,8,0,5,3,2,3,430,322,0.55,Draw
2,6,14,6,9,5,3,5,466,350,0.87,7,3,12,2,7,5,4,2,403,291,1.66,'Away Win'
2,5,8,1,7,1,7,3,251,175,2.3,4,4,13,5,7,6,4,1,614,545,0.87,'Home Win'
3,4,8,1,6,2,4,3,396,303,0.54,3,3,10,4,2,8,6,2,552,466,0.53,'Home Win'
9,4,17,4,11,6,8,1,668,593,1.69,1,2,4,1,0,4,1,7,230,148,0.09,'Home Win'
6,7,16,3,12,4,6,1,482,384,1.92,3,7,14,4,7,7,2,4,368,268,1.5,Draw
9,9,19,1,10,9,3,1,608,536,2.9,1,5,8,2,6,2,2,8,263,189,0.56,'Home Win'
4,4,11,3,7,4,6,2,345,243,1.93,2,6,9,1,5,4,2,2,475,369,0.41,'Home Win'
7,8,20,5,7,13,10,3,661,594,1.28,3,3,8,2,5,3,3,7,426,360,0.45,Draw
7,8,19,4,13,6,2,2,422,322,2.12,3,1,6,2,4,2,2,4,315,213,0.81,'Home Win'
3,3,9,3,4,5,2,0,411,316,0.61,0,4,5,1,2,3,5,2,423,325,0.23,'Home Win'
4,8,14,2,6,8,5,4,500,417,0.19,5,6,13,2,9,4,4,4,479,381,1.56,'Away Win'
2,4,8,2,6,2,4,2,384,319,1.1,3,2,8,3,5,3,2,2,582,508,1.16,'Away Win'
1,3,6,2,4,2,6,1,347,252,0.27,2,9,13,2,8,5,1,1,589,484,1.46,'Away Win'
8,10,22,4,14,8,5,1,798,734,2.95,1,1,6,4,4,2,2,5,186,119,0.41,'Home Win'
6,6,13,1,6,7,4,2,402,326,1.39,2,7,15,6,9,6,7,5,347,268,1.26,'Home Win'
3,7,12,2,5,7,5,2,538,435,0.66,3,6,11,2,4,7,4,3,323,248,0.92,'Away Win'
9,5,17,3,14,3,0,2,361,292,1.84,3,10,15,2,9,6,3,5,486,411,1.57,'Home Win'
4,4,12,4,8,4,8,0,630,522,0.74,1,4,9,4,3,6,0,3,391,261,1.19,Draw
7,6,16,3,11,5,8,1,673,610,2.66,1,2,3,0,1,2,3,4,366,292,0.12,'Home Win'
7,6,15,2,13,2,5,2,459,384,3.46,7,2,9,0,7,2,5,4,380,290,1.86,'Away Win'
7,3,18,8,14,4,6,1,216,155,3,2,4,14,8,9,5,10,4,572,509,1.54,'Home Win'
1,0,4,3,2,2,1,1,225,164,0.23,1,13,20,6,9,11,12,1,628,578,0.93,'Home Win'
4,4,9,1,7,2,4,2,320,238,1.64,3,5,9,1,7,2,3,3,482,390,0.95,Draw
4,7,15,4,8,7,0,1,462,375,1.24,2,4,7,1,5,2,4,4,368,277,0.7,'Away Win'
8,10,20,2,18,2,8,4,506,440,2.29,4,2,8,2,6,2,4,7,467,397,0.88,'Home Win'
11,3,15,1,4,11,3,5,405,297,1.08,5,7,14,2,7,7,7,10,412,305,1.21,'Home Win'
4,5,13,4,7,6,5,4,324,214,1.44,4,8,19,7,10,9,6,2,445,346,2.2,Draw
3,4,12,5,7,5,5,1,333,258,0.73,1,4,7,2,3,4,6,2,450,379,0.25,'Home Win'
6,2,10,2,6,4,4,2,372,274,1.14,5,5,11,1,7,4,3,4,488,398,1.41,'Away Win'
9,3,16,4,12,4,8,4,410,303,2.23,7,3,12,2,10,2,2,7,405,317,2.55,'Away Win'
8,9,18,1,9,9,7,1,383,291,1.7,3,7,11,1,11,0,1,7,416,330,1.27,'Away Win'
3,8,14,3,6,8,7,1,446,377,1.12,2,4,10,4,7,3,5,4,502,424,1.03,'Away Win'
2,7,11,2,8,3,6,3,443,359,1.11,4,2,6,0,5,1,2,2,391,313,1.47,'Away Win'
13,7,26,6,19,7,6,0,820,753,4.21,0,4,7,3,5,2,4,9,302,233,0.57,'Home Win'
6,5,15,4,11,4,8,0,592,525,2.15,0,4,6,2,4,2,2,3,321,243,0.23,'Home Win'
5,9,18,4,11,7,10,4,370,291,1.64,4,8,15,3,7,8,4,4,366,281,0.72,Draw
5,9,16,2,15,1,5,4,597,540,2.23,4,8,14,2,10,4,6,2,306,243,1.44,'Home Win'
10,3,16,3,12,4,4,2,380,303,2.37,3,9,17,5,8,9,6,8,397,324,1,'Home Win'
5,8,19,6,14,5,10,2,336,253,1.84,4,4,11,3,9,2,5,5,409,316,1.3,'Away Win'
5,5,13,3,12,1,4,2,372,306,2.25,4,3,8,1,4,4,4,1,460,397,1.2,'Home Win'
6,4,15,5,12,3,4,3,320,213,?,3,3,8,2,3,5,5,5,377,262,?,'Home Win'
4,6,11,1,5,6,5,4,445,378,0.5,6,2,11,3,7,4,5,4,506,437,1.33,'Away Win'
5,7,18,6,7,11,7,1,458,379,1.32,2,3,7,2,3,4,3,4,337,260,0.46,Draw
5,7,17,5,9,8,6,2,613,504,1.15,2,2,8,4,6,2,5,4,466,352,0.78,'Home Win'
3,6,9,0,7,2,3,4,487,403,1.11,4,8,18,6,13,5,7,2,379,303,1.36,Draw
8,5,14,1,12,2,1,2,464,365,2.97,4,7,16,5,8,8,7,2,411,320,1.8,'Home Win'
3,7,17,7,12,5,11,3,486,408,1.58,4,3,8,1,8,0,3,1,351,255,1.25,'Away Win'
4,10,18,4,11,7,5,3,456,364,1.77,3,2,6,1,4,2,4,1,392,295,0.51,'Home Win'
3,0,5,2,4,1,4,1,302,186,0.76,2,3,11,6,5,6,6,2,416,311,0.61,'Home Win'
3,5,9,1,9,0,0,3,305,209,1.41,4,5,15,6,6,9,4,1,457,351,0.75,'Home Win'
4,1,6,1,5,1,4,1,221,141,0.96,1,9,13,3,12,1,7,3,560,499,1.11,'Home Win'
7,10,18,1,9,9,7,0,630,572,1.64,1,4,7,2,4,3,4,6,400,339,0.32,Draw
2,2,4,0,2,2,3,6,279,206,1,9,7,21,5,15,6,3,0,524,455,4.18,'Away Win'
5,3,11,3,7,4,6,2,605,495,1.55,3,2,8,3,6,2,5,3,327,225,0.59,'Home Win'
8,8,22,6,11,11,10,2,560,469,2.11,4,7,11,0,10,1,2,6,279,190,1.09,'Away Win'
3,2,8,3,7,1,7,3,270,174,0.48,3,4,11,4,5,6,8,3,451,358,0.7,'Home Win'
8,4,18,6,13,5,7,0,519,465,3.13,1,6,8,1,5,3,3,2,577,514,1.46,'Home Win'
4,4,13,5,7,6,5,1,463,386,1.91,1,8,13,4,9,4,2,3,398,323,0.79,'Home Win'
4,3,8,1,3,5,5,5,398,335,0.41,5,5,15,5,9,6,3,4,672,598,1.21,Draw
6,1,10,3,7,3,3,5,298,190,1.49,7,1,9,1,2,7,3,3,484,366,0.79,'Home Win'
0,3,6,3,4,2,2,4,228,172,0.49,6,7,16,3,15,1,10,0,571,520,2.05,'Away Win'
2,10,18,6,11,7,7,3,436,320,1.13,3,9,16,4,12,4,9,2,365,268,1.37,Draw
5,3,10,2,7,3,6,0,565,467,0.79,0,5,6,1,3,3,4,5,322,224,1.07,Draw
3,5,14,6,5,9,6,5,448,348,0.85,6,4,15,5,10,5,7,3,365,271,0.93,'Away Win'
3,7,15,5,12,3,3,2,575,453,1.21,2,4,6,0,3,3,0,3,224,115,0.63,Draw
5,7,15,3,8,7,9,1,336,247,1.45,2,6,12,4,7,5,6,3,426,333,1.19,'Home Win'
5,5,15,5,9,6,5,1,319,231,0.85,2,5,10,3,7,3,3,3,565,482,0.86,'Away Win'
6,5,15,4,8,7,3,3,322,249,2.04,3,8,12,1,7,5,7,4,417,337,1.08,'Home Win'
10,9,24,5,19,5,10,0,361,277,1.96,1,4,5,0,3,2,3,9,312,226,0.26,Draw
2,5,8,1,5,3,3,1,292,184,1.38,2,2,8,4,5,3,2,1,506,411,0.51,Draw
4,5,11,2,6,5,2,8,362,251,1.79,10,0,16,6,11,5,6,2,313,203,2.75,Draw
4,1,6,1,3,3,1,3,529,464,0.33,4,7,14,3,10,4,3,4,537,458,2.09,'Away Win'
4,6,15,5,10,5,2,2,504,439,1.69,3,1,6,2,1,5,4,3,380,318,1.02,Draw
7,7,22,8,11,11,7,2,639,585,1.71,3,4,10,3,7,3,4,4,260,210,1.17,'Home Win'
4,3,8,1,7,1,12,0,350,257,1.66,0,5,7,2,3,4,3,3,299,202,0.32,'Home Win'
5,15,27,7,18,9,6,3,453,389,3.19,5,5,13,3,8,5,4,3,356,285,1.2,'Home Win'
6,7,14,1,12,2,4,1,566,488,2.23,1,5,9,3,4,5,2,3,440,358,0.95,'Home Win'
7,6,17,4,12,5,8,3,558,496,1.62,3,4,11,4,6,5,1,5,484,414,0.55,'Home Win'
3,2,10,5,3,7,4,1,572,485,0.76,1,3,5,1,2,3,4,2,364,258,0.18,'Home Win'
4,7,15,4,10,5,4,4,299,203,1.87,4,6,11,1,4,7,1,2,525,429,1,'Home Win'
2,6,10,2,7,3,7,3,454,370,0.93,6,3,12,3,7,5,1,2,397,310,1.79,'Away Win'
5,8,17,4,12,5,5,3,468,381,2.53,4,3,10,3,5,5,2,4,237,145,1.36,Draw
3,7,15,5,9,6,2,3,395,312,1.08,6,7,16,3,12,4,9,2,425,326,2.58,'Away Win'
3,3,11,5,8,3,4,1,455,365,1.34,4,2,8,2,8,0,1,2,365,279,1.59,'Away Win'
4,8,17,5,10,7,5,3,494,407,1.96,3,1,4,0,2,2,3,2,319,222,0.1,'Home Win'
3,8,15,4,10,5,3,2,375,286,1.95,4,6,12,2,8,4,5,1,415,329,1.8,Draw
3,8,16,5,10,6,13,1,499,390,0.94,1,7,10,2,8,2,3,3,284,172,0.76,Draw
7,4,13,2,9,4,5,2,533,453,1.66,2,4,6,0,5,1,1,6,467,390,0.57,'Home Win'
1,5,10,4,7,3,2,2,290,199,0.47,2,6,11,3,6,5,3,1,400,307,0.48,Draw
3,7,14,4,8,6,8,3,329,211,1.05,5,4,11,2,8,3,4,3,351,246,1.09,'Away Win'
17,7,29,5,25,4,9,2,546,471,4.63,2,6,12,4,5,7,1,12,362,296,0.86,'Home Win'
2,6,15,7,10,5,11,1,332,253,0.81,6,3,12,3,8,4,3,2,521,453,1.74,'Away Win'
4,5,14,5,9,5,5,0,465,377,1.67,1,2,5,2,3,2,2,2,284,183,1,'Home Win'
4,7,16,5,13,3,4,3,391,326,2.71,3,7,16,6,10,6,4,2,347,279,0.98,'Home Win'
4,9,18,5,13,5,13,1,490,401,2.36,2,5,7,0,5,2,3,3,328,217,0.85,Draw
5,7,21,9,14,7,4,1,511,427,1.84,3,3,8,2,6,2,1,3,400,308,1.07,Draw
3,11,18,4,14,4,12,0,513,440,1.31,0,4,5,1,4,1,2,4,368,293,0.6,Draw
3,5,9,1,6,3,5,2,321,256,1.23,4,6,15,5,12,3,6,2,384,321,2.99,'Away Win'
4,10,18,4,13,5,6,5,432,383,2.46,8,6,17,3,10,7,7,3,443,382,1.5,'Away Win'
4,3,10,3,6,4,3,2,314,229,1.33,4,5,11,2,7,4,7,2,445,364,1.29,'Home Win'
2,6,9,1,5,4,8,5,441,360,0.85,7,3,12,2,11,1,7,1,468,387,2.33,'Away Win'
3,8,15,4,8,7,8,2,549,453,0.68,4,9,14,1,13,1,2,3,542,454,1.9,'Away Win'
2,4,7,1,4,3,8,2,248,173,0.38,4,4,9,1,4,5,3,0,607,539,0.45,Draw
6,10,22,6,13,9,9,0,474,399,1.14,1,4,7,2,6,1,2,4,299,223,0.66,'Home Win'
6,4,10,0,8,2,1,3,464,396,1.25,6,4,14,4,9,5,2,3,279,208,1.8,Draw
6,4,11,1,6,5,3,4,578,469,2.34,4,1,6,1,4,2,2,4,354,244,0.28,'Home Win'
5,4,13,4,7,6,5,4,406,308,0.79,4,6,13,3,8,5,2,3,384,289,1.39,'Home Win'
8,5,15,2,11,4,4,3,428,367,2.09,4,6,13,3,10,3,13,5,375,311,0.63,'Home Win'
3,3,12,6,7,5,7,1,597,514,0.89,2,6,8,0,6,2,5,3,213,125,1.14,'Away Win'
3,7,12,2,8,4,2,9,302,227,0.67,11,12,35,12,24,11,9,3,700,640,3.52,'Away Win'
7,9,22,6,15,7,8,5,583,509,1.99,7,7,14,0,9,5,5,6,245,172,2.16,'Away Win'
1,3,5,1,5,0,1,3,251,153,0.52,3,7,15,5,7,8,5,1,480,391,1.59,Draw
4,5,14,5,10,4,3,5,404,323,1.22,5,6,13,2,7,6,4,3,424,368,0.75,'Home Win'
3,5,12,4,8,4,2,3,391,296,0.9,4,3,8,1,5,3,3,2,466,364,0.39,'Home Win'
3,8,13,2,8,5,6,1,500,403,0.37,3,3,6,0,4,2,2,3,350,260,0.36,'Away Win'
7,10,19,2,9,10,9,0,650,578,2.36,1,2,3,0,3,0,2,5,355,282,0.17,'Home Win'
1,5,7,1,6,1,11,2,470,413,0.63,3,2,5,0,5,0,6,1,250,180,0.97,'Away Win'
4,10,17,3,10,7,5,4,294,207,0.9,5,10,17,2,11,6,3,2,493,398,2.46,'Home Win'
4,5,12,3,6,6,3,1,464,366,0.81,3,9,14,2,9,5,4,3,425,339,1.67,'Away Win'
4,6,13,3,9,4,3,3,605,518,2.18,3,6,13,4,11,2,3,3,365,275,1.28,'Home Win'
5,3,10,2,8,2,5,4,301,217,1.55,6,7,21,8,13,8,13,2,476,404,2.17,'Home Win'
5,9,17,3,10,7,8,2,728,657,1.47,2,7,12,3,7,5,3,3,369,296,0.98,'Home Win'
4,4,8,0,8,0,2,0,398,287,1.51,1,1,3,1,2,1,2,1,423,306,0.1,'Home Win'
5,6,14,3,12,2,6,2,393,314,1.16,2,8,11,1,8,3,4,5,307,226,1.42,Draw
1,4,7,2,5,2,3,1,466,366,0.56,2,3,7,2,4,3,3,0,301,179,0.49,'Home Win'
6,4,15,5,8,7,5,6,334,253,1.01,6,4,12,2,7,5,7,5,526,438,0.89,'Home Win'
0,3,6,3,4,2,8,?,453,332,0.3,1,1,4,2,3,1,2,?,368,263,1.04,'Away Win'
9,10,24,5,15,9,5,1,640,563,2.66,2,1,6,3,6,0,8,6,283,194,0.91,'Home Win'
1,7,11,3,8,3,2,3,459,354,0.96,3,4,10,3,6,4,4,1,338,247,0.96,Draw
9,4,15,2,9,6,10,1,404,327,1.14,1,7,12,4,9,3,6,8,420,337,1.15,'Home Win'
4,10,20,6,16,4,11,3,450,369,1.46,4,2,6,0,5,1,2,4,371,282,1.02,'Away Win'
6,9,19,4,10,9,6,1,357,274,0.93,2,4,9,3,3,6,2,4,401,317,0.9,'Home Win'
5,5,13,3,10,3,3,1,276,218,2.31,3,6,18,9,11,7,8,1,707,645,1.79,'Home Win'
6,2,9,1,6,3,3,4,318,228,0.73,5,1,10,4,5,5,9,4,488,395,0.87,'Home Win'
13,10,31,8,25,6,9,2,485,436,3.9,4,5,14,5,6,8,2,10,262,206,0.94,'Home Win'
9,9,21,3,15,6,4,9,370,254,1.54,11,8,23,4,12,11,6,8,464,360,1.68,'Away Win'
6,8,15,1,9,6,10,1,676,599,2.68,1,3,4,0,3,1,0,3,333,267,0.21,'Home Win'
9,8,18,1,14,4,3,2,363,282,2.77,2,9,14,3,9,5,8,5,343,275,0.85,'Home Win'
4,4,8,0,5,3,5,2,250,170,1.76,4,8,16,4,12,4,6,1,365,287,1.27,'Home Win'
8,6,17,3,11,6,6,2,372,284,2.43,2,4,7,1,5,2,3,7,268,170,0.51,'Home Win'
1,8,13,4,9,4,4,6,404,309,1.43,7,4,12,1,10,2,2,1,428,338,1.4,'Away Win'
2,2,9,5,7,2,5,5,260,180,0.97,6,1,16,9,11,5,7,1,603,517,1.76,Draw
6,11,19,2,11,8,9,1,450,397,1.77,6,2,9,1,7,2,1,4,361,294,1.97,'Away Win'
3,4,9,2,7,2,4,4,456,404,2.28,5,3,14,6,10,4,9,0,389,325,0.77,'Home Win'
8,4,15,3,8,7,7,1,679,630,2.83,3,5,9,1,6,3,0,4,316,266,1.34,'Home Win'
5,15,23,3,15,8,6,1,534,474,2.18,3,4,9,2,7,2,1,6,314,230,0.79,'Away Win'
6,9,21,6,15,6,13,1,531,430,1.55,2,8,12,2,6,6,2,7,330,247,1.23,'Away Win'
8,5,18,5,16,2,5,0,604,540,2.86,1,1,2,0,0,2,2,3,382,327,0.05,'Home Win'
4,13,21,4,14,7,11,2,640,566,2.8,2,4,7,1,3,4,0,3,208,134,0.42,'Home Win'
1,5,8,2,5,3,6,3,219,153,1.17,4,6,11,1,5,6,6,0,496,426,0.66,Draw
6,5,16,5,10,6,3,3,404,306,1.41,4,1,7,2,5,2,4,4,388,278,0.56,'Home Win'
4,6,10,0,7,3,7,0,372,296,1.72,1,10,14,3,11,3,13,2,412,324,0.98,'Home Win'
7,8,17,2,12,5,9,1,496,424,1.69,2,4,8,2,6,2,5,4,291,212,1.44,'Home Win'
4,8,14,2,10,4,1,1,280,170,2.57,1,5,7,1,5,2,5,3,527,419,0.25,'Home Win'
6,8,18,4,13,5,9,2,505,430,2.68,3,4,7,0,4,3,0,3,294,221,1.01,'Home Win'
4,3,9,2,6,3,2,4,487,422,1.95,5,2,10,3,4,6,6,2,430,373,0.81,'Home Win'
5,2,11,4,6,5,6,4,405,320,1.58,4,7,16,5,10,6,5,1,416,350,1.3,'Home Win'
6,3,10,1,6,4,5,3,481,387,0.75,5,4,12,3,6,6,4,5,272,182,1.3,'Away Win'
11,4,17,2,10,7,7,3,471,387,3.25,5,6,11,0,10,1,5,7,342,260,3.11,'Home Win'
4,10,15,1,14,1,3,4,464,394,1.42,4,4,13,5,10,3,5,3,471,399,1.52,'Home Win'
7,6,15,2,12,3,4,1,301,235,3.15,5,6,15,4,9,6,3,5,727,664,2.94,'Away Win'
3,5,16,8,3,13,1,2,847,768,0.86,2,5,9,2,3,6,3,2,245,176,0.75,'Home Win'
3,3,8,2,7,1,3,3,320,229,1.32,4,5,14,5,11,3,7,2,405,317,0.76,'Home Win'
6,15,28,7,13,15,8,2,375,296,1.83,5,7,17,5,11,6,3,4,319,237,2.65,'Away Win'
7,6,18,5,9,9,4,2,513,432,1.88,3,3,8,2,2,6,1,4,388,303,0.45,'Home Win'
6,10,18,2,14,4,7,4,408,345,2.77,6,7,13,0,10,3,4,4,398,320,1.24,Draw
3,4,10,3,9,1,8,2,431,347,1,3,2,8,3,3,5,5,1,463,375,0.45,'Home Win'
5,6,15,4,9,6,8,2,548,466,1.94,2,7,12,3,8,4,10,2,456,387,0.69,'Home Win'
4,4,13,5,8,5,8,4,664,582,1.56,6,4,13,3,12,1,2,3,321,251,2,'Away Win'
4,7,11,0,6,5,4,2,260,170,2.23,2,3,6,1,5,1,3,2,298,212,0.69,'Home Win'
3,4,12,5,5,7,4,3,411,341,1.6,3,3,7,1,4,3,6,0,344,270,0.77,'Home Win'
3,2,9,4,7,2,3,3,406,339,1.23,5,1,10,4,5,5,1,2,509,450,1.95,'Away Win'
4,5,10,1,6,4,4,0,402,316,1.13,0,2,5,3,0,5,3,4,354,264,0.12,Draw
5,3,9,1,6,3,5,3,255,170,1.51,4,6,13,3,12,1,6,4,416,311,1.22,Draw
5,7,15,3,10,5,4,4,494,407,2.02,6,3,10,1,7,3,4,4,271,171,1.64,'Away Win'
6,1,11,4,9,2,2,5,235,174,1,5,7,13,1,9,4,9,5,678,596,1.39,'Home Win'
4,7,11,0,6,5,2,1,622,510,1.22,2,5,9,2,4,5,5,4,240,137,0.49,'Away Win'
7,4,16,5,7,9,9,3,356,297,1.19,4,5,11,2,7,4,3,6,557,504,1.24,Draw
7,8,20,5,12,8,9,2,555,488,1.5,3,6,9,0,7,2,5,6,211,152,0.69,Draw
3,0,4,1,3,1,2,5,326,243,0.54,5,4,15,6,12,3,4,2,485,399,1.96,'Home Win'
3,3,9,3,5,4,3,5,391,289,0.81,5,5,10,0,7,3,6,1,400,325,0.67,'Home Win'
13,3,26,10,17,9,16,4,435,367,3.11,7,6,16,3,11,5,1,10,583,511,2.29,Draw
4,2,8,2,6,2,2,6,270,200,2.32,6,6,16,4,10,6,6,2,625,550,1.77,'Home Win'
7,3,13,3,7,6,7,8,567,489,2.4,8,5,16,3,11,5,6,5,288,219,1.73,'Home Win'
3,6,12,3,6,6,5,5,717,655,1.29,6,6,15,3,8,7,2,1,450,384,0.68,'Home Win'
2,10,15,3,11,4,10,2,578,498,1.85,2,0,2,0,2,0,2,1,224,134,0.11,'Home Win'
8,9,27,10,19,8,19,1,533,462,2.57,2,3,6,1,5,1,3,7,303,228,0.96,'Away Win'
5,3,11,3,7,4,6,4,514,428,0.69,5,4,10,1,9,1,4,3,512,437,1.21,'Home Win'
9,11,28,8,21,7,14,1,713,649,3.64,1,0,3,2,3,0,3,5,196,132,0.09,'Home Win'
6,8,16,2,12,4,1,1,401,269,2.65,2,7,10,1,5,5,1,4,404,268,0.63,'Home Win'
3,7,13,3,12,1,3,4,380,285,1.7,4,3,9,2,3,6,3,1,398,301,0.61,'Home Win'
4,10,15,1,8,7,4,1,235,167,1.36,2,3,7,2,5,2,6,2,557,464,0.43,'Home Win'
7,10,23,6,16,7,2,2,370,284,1.59,2,2,8,4,5,3,4,7,391,307,0.48,Draw
3,5,9,1,8,1,8,6,501,438,1.08,7,9,18,2,12,6,5,2,442,386,2.46,'Away Win'
4,8,19,7,11,8,10,3,415,330,2.68,5,2,9,2,6,3,3,2,376,285,1.14,Draw
